# Spin 1
# Original Fermi-level:     -4.86309 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
     -15.05531       0.00000       0.00000
     -15.05246       0.00000       0.00000
     -15.04961       0.00000       0.00000
     -15.04675       0.00000       0.00000
     -15.04390       0.00000       0.00000
     -15.04105       0.00000       0.00000
     -15.03819       0.00000       0.00000
     -15.03534       0.00000       0.00000
     -15.03249       0.00000       0.00000
     -15.02963       0.00000       0.00000
     -15.02678       0.00000       0.00000
     -15.02393       0.00000       0.00000
     -15.02107       0.00000       0.00000
     -15.01822       0.00000       0.00000
     -15.01537       0.00000       0.00000
     -15.01251       0.00000       0.00000
     -15.00966       0.00000       0.00000
     -15.00681       0.00000       0.00000
     -15.00395       0.00000       0.00000
     -15.00110       0.00000       0.00000
     -14.99825       0.00000       0.00000
     -14.99539       0.00000       0.00000
     -14.99254       0.00000       0.00000
     -14.98969       0.00000       0.00000
     -14.98683       0.00000       0.00000
     -14.98398       0.00000       0.00000
     -14.98113       0.00000       0.00000
     -14.97827       0.00000       0.00000
     -14.97542       0.00000       0.00000
     -14.97257       0.00000       0.00000
     -14.96971       0.00000       0.00000
     -14.96686       0.00000       0.00000
     -14.96401       0.00000       0.00000
     -14.96115       0.00000       0.00000
     -14.95830       0.00000       0.00000
     -14.95545       0.00000       0.00000
     -14.95259       0.00000       0.00000
     -14.94974       0.00000       0.00000
     -14.94689       0.00000       0.00000
     -14.94403       0.00000       0.00000
     -14.94118       0.00000       0.00000
     -14.93833       0.00000       0.00000
     -14.93547       0.00000       0.00000
     -14.93262       0.00000       0.00000
     -14.92977       0.00000       0.00000
     -14.92691       0.00000       0.00000
     -14.92406       0.00000       0.00000
     -14.92121       0.00000       0.00000
     -14.91835       0.00000       0.00000
     -14.91550       0.00000       0.00000
     -14.91265       0.00000       0.00000
     -14.90979       0.00000       0.00000
     -14.90694       0.00000       0.00000
     -14.90409       0.00000       0.00000
     -14.90123       0.00000       0.00000
     -14.89838       0.00000       0.00000
     -14.89553       0.00000       0.00000
     -14.89267       0.00000       0.00000
     -14.88982       0.00000       0.00000
     -14.88697       0.00000       0.00000
     -14.88411       0.00000       0.00000
     -14.88126       0.00000       0.00000
     -14.87841       0.00000       0.00000
     -14.87555       0.00000       0.00000
     -14.87270       0.00000       0.00000
     -14.86985       0.00000       0.00000
     -14.86699       0.00000       0.00000
     -14.86414       0.00000       0.00000
     -14.86129       0.00000       0.00000
     -14.85843       0.00000       0.00000
     -14.85558       0.00000       0.00000
     -14.85273       0.00000       0.00000
     -14.84987       0.00000       0.00000
     -14.84702       0.00000       0.00000
     -14.84417       0.00000       0.00000
     -14.84131       0.00000       0.00000
     -14.83846       0.00000       0.00000
     -14.83561       0.00000       0.00000
     -14.83275       0.00000       0.00000
     -14.82990       0.00000       0.00000
     -14.82705       0.00000       0.00000
     -14.82419       0.00000       0.00000
     -14.82134       0.00000       0.00000
     -14.81849       0.00000       0.00000
     -14.81563       0.00000       0.00000
     -14.81278       0.00000       0.00000
     -14.80993       0.00000       0.00000
     -14.80707       0.00000       0.00000
     -14.80422       0.00000       0.00000
     -14.80137       0.00000       0.00000
     -14.79851       0.00000       0.00000
     -14.79566       0.00000       0.00000
     -14.79281       0.00000       0.00000
     -14.78995       0.00000       0.00000
     -14.78710       0.00000       0.00000
     -14.78425       0.00000       0.00000
     -14.78139       0.00000       0.00000
     -14.77854       0.00000       0.00000
     -14.77569       0.00000       0.00000
     -14.77283       0.00000       0.00000
     -14.76998       0.00000       0.00000
     -14.76713       0.00000       0.00000
     -14.76427       0.00000       0.00000
     -14.76142       0.00000       0.00000
     -14.75857       0.00000       0.00000
     -14.75571       0.00000       0.00000
     -14.75286       0.00000       0.00000
     -14.75001       0.00000       0.00000
     -14.74715       0.00000       0.00000
     -14.74430       0.00000       0.00000
     -14.74145       0.00000       0.00000
     -14.73859       0.00000       0.00000
     -14.73574       0.00000       0.00000
     -14.73289       0.00000       0.00000
     -14.73003       0.00000       0.00000
     -14.72718       0.00000       0.00000
     -14.72433       0.00000       0.00000
     -14.72147       0.00000       0.00000
     -14.71862       0.00000       0.00000
     -14.71577       0.00000       0.00000
     -14.71291       0.00000       0.00000
     -14.71006       0.00000       0.00000
     -14.70721       0.00000       0.00000
     -14.70435       0.00000       0.00000
     -14.70150       0.00000       0.00000
     -14.69865       0.00000       0.00000
     -14.69579       0.00000       0.00000
     -14.69294       0.00000       0.00000
     -14.69009       0.00000       0.00000
     -14.68723       0.00000       0.00000
     -14.68438       0.00000       0.00000
     -14.68153       0.00000       0.00000
     -14.67867       0.00000       0.00000
     -14.67582       0.00000       0.00000
     -14.67297       0.00000       0.00000
     -14.67011       0.00000       0.00000
     -14.66726       0.00000       0.00000
